,choice0,choice1,question,ans,context,country
744,Yes. This sentence is true.,No. This sentence is false.,"In Kenya, it is rare for adults to live together with their parents.Is this sentence true?",0,family,Kenya
745,No. This sentence is false.,Yes. This sentence is true.,It is rare in China to have domestic help.Is this sentence true?,1,servant,China
746,No. This sentence is false.,Yes. This sentence is true.,Iranian people usually take shower in the evening.Is this sentence true?,0,shower time,Iran
747,No. This sentence is false.,Yes. This sentence is true.,Indian usually eat food with spoon.Is this sentence true?,1,food and drink,India
748,No. This sentence is false.,Yes. This sentence is true.,The American normally eat food with spoon.Is this sentence true?,0,food and drink,United States
749,Yes. This sentence is true.,No. This sentence is false.,The Indian usually take a shower in the evenings.Is this sentence true?,1,shower time,India
750,Yes. This sentence is true.,No. This sentence is false.,People stick to the left hand side when driving in Iran.Is this sentence true?,1,keep left/right,Iran
751,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in India is soccer.Is this sentence true?,0,sports,India
752,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in India is tabletennis.Is this sentence true?,1,sports,India
753,No. This sentence is false.,Yes. This sentence is true.,At traditional Iranian weddings the color of the wedding dress is usually green.Is this sentence true?,0,wedding,Iran
754,No. This sentence is false.,Yes. This sentence is true.,The most popular sports in Iran is athletics.Is this sentence true?,0,sports,Iran
755,Yes. This sentence is true.,No. This sentence is false.,In India it is common for adults to live with their parents.Is this sentence true?,0,family,India
756,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height in Kenya is meter.Is this sentence true?,0,measurement unit,Kenya
757,Yes. This sentence is true.,No. This sentence is false.,The main staple food in China is rice.Is this sentence true?,0,food and drink,China
758,No. This sentence is false.,Yes. This sentence is true.,The Iranian usually eat food with spoon.Is this sentence true?,1,food and drink,Iran
759,No. This sentence is false.,Yes. This sentence is true.,"In India, it is common that people use broom to clean the floor.Is this sentence true?",1,broom usage,India
760,No. This sentence is false.,Yes. This sentence is true.,In Iran it is common for customers to tip after eating.Is this sentence true?,0,payment,Iran
761,No. This sentence is false.,Yes. This sentence is true.,Indian people normally shower in the morning.Is this sentence true?,1,shower time,India
762,No. This sentence is false.,Yes. This sentence is true.,"In China 30 years ago, the bicycle was the most popular means of transport in large cities.Is this sentence true?",1,transportation,China
763,Yes. This sentence is true.,No. This sentence is false.,It is rare to have domestic help in the United States.Is this sentence true?,0,servant,United States
764,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is volleyball.Is this sentence true?,1,sports,Kenya
765,Yes. This sentence is true.,No. This sentence is false.,The most popular sport in Kenya is athletics.Is this sentence true?,0,sports,Kenya
766,Yes. This sentence is true.,No. This sentence is false.,In traditional American weddings the color of the wedding dress is usually green.Is this sentence true?,1,wedding,United States
767,No. This sentence is false.,Yes. This sentence is true.,The dropping stock price will be represented by color black in India.Is this sentence true?,0,stock price,India
768,No. This sentence is false.,Yes. This sentence is true.,In China it is common for people to share food when they go out.Is this sentence true?,1,food and drink,China
769,Yes. This sentence is true.,No. This sentence is false.,The main staple food in Kenya is vegetable.Is this sentence true?,0,food and drink,Kenya
770,No. This sentence is false.,Yes. This sentence is true.,badminton is Kenya's most popular sport.Is this sentence true?,0,sports,Kenya
771,No. This sentence is false.,Yes. This sentence is true.,The unit of height is meter in Iran.Is this sentence true?,1,measurement unit,Iran
772,Yes. This sentence is true.,No. This sentence is false.,The American people dry their wet clothes in the sun.Is this sentence true?,1,drying clothes,United States
773,No. This sentence is false.,Yes. This sentence is true.,In traditional Kenyan weddings the color of the wedding dress is usually red.Is this sentence true?,0,wedding,Kenya
774,Yes. This sentence is true.,No. This sentence is false.,"In India, it's rare for people to drink hot water.Is this sentence true?",0,food and drink,India
775,Yes. This sentence is true.,No. This sentence is false.,"In the United States 30 years ago, the train was the most popular means of transportation in major cities.Is this sentence true?",1,transportation,United States
776,No. This sentence is false.,Yes. This sentence is true.,The main staple food in Iran is bread.Is this sentence true?,1,food and drink,Iran
777,No. This sentence is false.,Yes. This sentence is true.,the United States's most popular sport is badminton.Is this sentence true?,0,sports,United States
778,Yes. This sentence is true.,No. This sentence is false.,China's most popular sport is tabletennis.Is this sentence true?,0,sports,China
779,No. This sentence is false.,Yes. This sentence is true.,The temperature measurement unit in the United States is Celsius.Is this sentence true?,0,measurement unit,United States
780,No. This sentence is false.,Yes. This sentence is true.,At traditional Iranian funerals the color of clothing is usually green.Is this sentence true?,0,funeral,Iran
781,No. This sentence is false.,Yes. This sentence is true.,The unit of height is inch in India.Is this sentence true?,1,measurement unit,India
782,No. This sentence is false.,Yes. This sentence is true.,The Kenyan usually take a shower in the mornings.Is this sentence true?,1,shower time,Kenya
783,Yes. This sentence is true.,No. This sentence is false.,The rising share price is represented in China by the color black.Is this sentence true?,1,stock price,China
784,Yes. This sentence is true.,No. This sentence is false.,In Iran month before year appears in date format.Is this sentence true?,0,date format,Iran
785,Yes. This sentence is true.,No. This sentence is false.,Most of the United States is located in temperate areas.Is this sentence true?,0,climate,United States
786,Yes. This sentence is true.,No. This sentence is false.,Kenyan usually eat food with chopsticks.Is this sentence true?,1,food and drink,Kenya
787,Yes. This sentence is true.,No. This sentence is false.,The rising stock price will be represented by color white in Kenya.Is this sentence true?,1,stock price,Kenya
788,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Iran is tabletennis.Is this sentence true?,0,sports,Iran
789,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in India is volleyball.Is this sentence true?,0,sports,India
790,Yes. This sentence is true.,No. This sentence is false.,"In Kenya 30 years ago, the bicycle was the most popular means of transportation in the big cities.Is this sentence true?",1,transportation,Kenya
