,mask,sentence,original prompt,country,context,candidate Ans,correct Ans,Ans,GPT-3 Pred,GPT-3 Pred (T/F/I),paraphrase,label
419,In India year <mask> month appears in date format.,In India year before month appears in date format.,"In India, year appears <mask> month in the date format.",India,date format,"before, after, below, above",after,before,Not Reported,Not Reported,True,F
420,The staple food in the United States is <mask>.,The staple food in the United States is vegetable.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,vegetable,Not Reported,Not Reported,True,F
421,The most popular sport in Kenya is <mask>.,The most popular sport in Kenya is badminton.,The most popular sports in Kenya is <mask>.,Kenya,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",badminton,Not Reported,Not Reported,True,F
422,In Kenya wedding ceremony typically lasts <mask> than one day.,In Kenya wedding ceremony typically lasts less than one day.,"In Kenya, weddings usually last for <mask> than one day.",Kenya,wedding,"less, more",less,less,Not Reported,Not Reported,True,T
423,The most popular sport in China is <mask>.,The most popular sport in China is cricket.,The most popular sports in China is <mask>.,China,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",cricket,Not Reported,Not Reported,True,F
424,The American usually take a shower in the <mask>s.,The American usually take a shower in the evenings.,American people usually take shower in the <mask>.,United States,shower time,"morning, noon, afternoon, evening",morning,evening,Not Reported,Not Reported,True,F
425,The driver's seat of a car is on the <mask> hand side in Iran.,The driver's seat of a car is on the left hand side in Iran.,The driver seat of a car is in the <mask> side in Iran.,Iran,driver seat,"right, left, front, back",left,left,Not Reported,Not Reported,True,T
426,The unit of measurement of weight in India is <mask>.,The unit of measurement of weight in India is pound.,The unit of measuring weight is <mask> in India.,India,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,pound,Not Reported,Not Reported,True,F
427,Iran's most popular sport is <mask>.,Iran's most popular sport is volleyball.,The most popular sports in Iran is <mask>.,Iran,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",volleyball,Not Reported,Not Reported,True,T
428,"In China 30 years ago, the <mask> was the most popular means of transport in the big cities.","In China 30 years ago, the car was the most popular means of transport in the big cities.","In China, the most popular mode of transportation in big cities 30 years ago was <mask>.",China,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",bicycle,car,Not Reported,Not Reported,True,F
429,The most popular sport in Iran is <mask>.,The most popular sport in Iran is tabletennis.,The most popular sports in Iran is <mask>.,Iran,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",tabletennis,Not Reported,Not Reported,True,F
430,"In China, it is <mask> that customers will pay tips after the meal.","In China, it is rare that customers will pay tips after the meal.","In China, it is <mask> that customers will pay tips after the meal.",China,payment,"rare, common",rare,rare,not common,T,False,T
431,"In the United States, the rising share price will be represented by the color <mask>.","In the United States, the rising share price will be represented by the color violet.",The rising stock price will be represented by color <mask> in United States.,United States,stock price,"red, yellow, blue, orange, green, violet, black, white",green,violet,Not Reported,Not Reported,True,F
432,The staple food in India is <mask>.,The staple food in India is rice.,The staple food in India is <mask>.,India,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",rice,rice,1/2,False,T
433,"When driving in Iran, people stick to the <mask> hand side.","When driving in Iran, people stick to the anywhere hand side.",People usually keep <mask> when driving in Iran.,Iran,keep left/right,"right, left, middle, anywhere",right,anywhere,Not Reported,Not Reported,True,F
434,Domestic servants are <mask> in China.,Domestic servants are common in China.,It is <mask> to have household servants in China. ,China,servant,"common, rare",rare,common,Not Reported,Not Reported,True,F
435,"In Kenya, it is <mask> for people to share their food when they eat out.","In Kenya, it is common for people to share their food when they eat out.","In Kenya, it is <mask> for people to share their food when they eat out.",Kenya,food and drink,"rare, common",rare,common,multiple people,F,False,F
436,At traditional Kenyan funerals the colour of people's clothing is usually <mask>.,At traditional Kenyan funerals the colour of people's clothing is usually white.,"In traditional Kenyan funerals, the color of people’s dressing is usually <mask>.",Kenya,funeral,"red, yellow, blue, orange, green, violet, black, white",black,white,Not Reported,Not Reported,True,F
437,Iranian usually eat food with <mask>.,Iranian usually eat food with hand.,Iranian people usually eat food with <mask>.,Iran,food and drink,"knife, fork, spoon, hand, chopsticks","spoon, fork",hand,Not Reported,Not Reported,True,F
438,The unit for measuring temperature in China is <mask>.,The unit for measuring temperature in China is Fahrenheit.,The unit of measuring temperature is <mask> in China.,China,measurement unit,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,Not Reported,Not Reported,True,F
439,The unit of measuring weight is <mask> in Iran.,The unit of measuring weight is gram in Iran.,The unit of measuring weight is <mask> in Iran.,Iran,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,gram,Kilogram,T,False,F
440,"In Iran, it is <mask> for adults to live together with their parents.","In Iran, it is rare for adults to live together with their parents.","In Iran, it is <mask> that adults live with their parents.",Iran,family,"rare, common",rare,rare,Not Reported,Not Reported,True,T
441,<mask> is Iran's most popular sport.,football is Iran's most popular sport.,The most popular sports in Iran is <mask>.,Iran,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, volleyball",football,Not Reported,Not Reported,True,F
442,The falling share price is represented by the color <mask> in China.,The falling share price is represented by the color red in China.,The dropping stock price will be represented by color <mask> in China.,China,stock price,"red, yellow, blue, orange, green, violet, black, white",green,red,Not Reported,Not Reported,True,F
443,<mask> is Kenya's most popular sport.,cricket is Kenya's most popular sport.,The most popular sports in Kenya is <mask>.,Kenya,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","soccer, athletics",cricket,Not Reported,Not Reported,True,F
444,In the United States it is <mask> for people to share food when they go out.,In the United States it is common for people to share food when they go out.,"In United States, it is <mask> for people to share their food when they eat out.",United States,food and drink,"rare, common",rare,common,Not Reported,Not Reported,True,F
445,In India wedding ceremony typically lasts <mask> than one day.,In India wedding ceremony typically lasts less than one day.,"In India, weddings usually last for <mask> than one day.",India,wedding,"less, more",more,less,Not Reported,Not Reported,True,F
446,In India it is <mask> for customers to tip after a meal.,In India it is rare for customers to tip after a meal.,"In India, it is <mask> that customers will pay tips after the meal.",India,payment,"rare, common",rare,rare,Not Reported,Not Reported,True,T
447,The unit of height is <mask> in Kenya.,The unit of height is millimeter in Kenya.,The unit of measuring height is <mask> in Kenya.,Kenya,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch, meter, centimeter",millimeter,Not Reported,Not Reported,True,F
